,CODE,NAME OF STOCK,CUR,"PRV,CLO/",ASK/,HIGH/,SHARES TRADED/
,,,,CLOSING,BID,LOW,TURNOVER ($)
,,,,"0,28","0,28","0,27",21900
,62738,VT#HSI  NC1909C,HKD,"0,315","0,325",-,-
,,,,"0,32","0,32",-,-
,62746,SG#HSCEIRP1903A,HKD,"0,063","0,063","0,065",610000
,,,,"0,062","0,062","0,062",38910
,62747,HS#FTA50RC1903B,HKD,"0,096","0,104","0,098",160000
,,,,"0,10","0,10","0,089",15590
,62748,JP#HSI  RC1911A,HKD,"0,214","0,218","0,214",2560000
,,,,"0,217","0,216","0,20",521990
,62749,UB#HSI  RP1904I,HKD,N/A,"0,028",-,-
,,,,N/A,"0,027",-,-
,62752,VT#HSBC RC1907A,HKD,"0,099","0,099",-,-
,,,,"0,099","0,097",-,-
,62754,HS#TENCTRP1812E,HKD,"0,83","0,81","0,85",480000
,,,,"0,81","0,80","0,84",404800
,62758,HS#HKEX RP1812C,HKD,"0,199","0,153",-,-
,,,,"0,153","0,15",-,-
,62759,JP#HSCEIRC2010C,HKD,"0,076","0,077","0,075",6010000
,,,,"0,076","0,075","0,069",437550
,62760,VT#AIA  RC1907A,HKD,"0,123","0,126",-,-
,,,,"0,125","0,124",-,-
,62764,BI#TENCTRP1901B,HKD,"0,32","0,29",-,-
,,,,"0,29","0,275",-,-
,62766,JP#HSI  RC2009M,HKD,N/A,"0,103","0,104",1072540000
,,,,"0,103","0,102","0,086",99950730
,62773,JP#HSI  RC2012N,HKD,N/A,"0,118","0,112",40000
,,,,"0,117","0,116","0,107",4370
,62776,SG#HSI  RP1901W,HKD,"0,112","0,11","0,115",620000
,,,,"0,11","0,109","0,112",70640
,62777#,JP#HSI  RP1903X,HKD,TRADING,SUSPENDED,,
,62780,HS#PINANRC1901B,HKD,"0,179","0,18",-,-
,,,,"0,179","0,178",-,-
,62782,JP#TENCTRC1904Q,HKD,N/A,"0,305","0,305",41753000
,,,,"0,30","0,295","0,23",10114122
,62796,JP#CLIFERP1812A,HKD,"0,123","0,124",-,-
,,,,"0,123","0,123",-,-
,62798,JP#CLIFERP1812B,HKD,"0,142","0,143",-,-
,,,,"0,142","0,142",-,-
,62802,SG#HKEX RP1812D,HKD,"0,80","0,75",-,-
,,,,"0,75","0,72",-,-
,62806,SG#CLIFERP1904B,HKD,"0,137","0,151","0,156",620000
,,,,"0,151","0,147","0,155",96600
,62807,SG#C GDNRC1902C,HKD,"0,275","0,265","0,27",100000
,,,,"0,265","0,255","0,27",27000
,62808,CS#CP&CCRC1812A,HKD,"0,125","0,12",-,-
,,,,"0,12","0,117",-,-
,62809,JP#PINANRC1904D,HKD,N/A,"0,045","0,045",35000
,,,,"0,045","0,044","0,042",1550
,62810,HT#TENCTRP1903A,HKD,"0,144","0,119","0,183",16460000
,,,,"0,115","0,112","0,112",2550700
,62819,HT#PINANRC1903B,HKD,"0,81","0,84","0,84",80000
,,,,"0,84","0,82","0,82",66400
,62821,CS#GEELYRP1907C,HKD,"0,36","0,36","0,375",111000
,,,,"0,36","0,345","0,36",40620
,62827,CS#HKEX RC1906A,HKD,"0,29","0,34","0,31",90000
,,,,"0,335","0,335","0,295",27470
,62830,GS#HSI  RC2011T,HKD,N/A,"0,093","0,094",160410000
,,,,"0,093","0,091","0,073",13267430
,62836,CS#PINANRP1906B,HKD,"0,05","0,053","0,056",8845000
,,,,"0,051","0,051","0,05",476845
,62837,CS#PINANRP1907A,HKD,"0,091","0,092","0,095",555000
,,,,"0,091","0,089","0,09",51085
,62843,CS#TENCTRP1901J,HKD,"0,67","0,64",-,-
,,,,"0,64","0,62",-,-
,62852,GS#HSI  RP1901B,HKD,"0,192","0,195","0,207",5210000
,,,,"0,19","0,188","0,19",1064280
,62854,GS#HSI  RC2011W,HKD,N/A,"0,109","0,108",8730000
,,,,"0,108","0,107","0,09",852530
,62855,HS#HSI  RC1912Y,HKD,"0,148","0,151","0,149",150000
,,,,"0,149","0,149","0,143",21750
,62857,GS#HSI  RC2011X,HKD,N/A,"0,122",-,-
,,,,N/A,"0,12",-,-
,62858,HS#HSI  RC1912Z,HKD,"0,224","0,227",-,-
,,,,"0,226","0,225",-,-
,62859,HS#HSI  RC1912B,HKD,"0,16","0,162","0,157",80000
,,,,"0,16","0,16","0,157",12560
,62863,GS#HSI  RP1901C,HKD,"0,228","0,224",-,-
,,,,"0,224","0,22",-,-
,62867,HS#HSCEIRC1912E,HKD,"0,215","0,216",-,-
,,,,"0,215","0,214",-,-
,62870,SG#CCB  RP1812B,HKD,"0,42","0,425",-,-
,,,,"0,42","0,41",-,-
,62881#,GS#HSI  RP1904O,HKD,TRADING,SUSPENDED,,
,62890,CS#HSCEIRP1910B,HKD,N/A,"0,054",-,-
,,,,N/A,"0,052",-,-
,62897,CS#AIA  RP1901B,HKD,"0,12","0,118",-,-
,,,,"0,118","0,116",-,-
,62898,CS#AIA  RP1901C,HKD,"0,163","0,162",-,-
,,,,"0,161","0,159",-,-
,62900,SG#PINANRP1812H,HKD,"0,44","0,44",-,-
,,,,"0,44","0,425",-,-
,62902,SG#PINANRP1903D,HKD,"0,20","0,202","0,204",5000
,,,,"0,202","0,199","0,204",1020
,62903,HS#HKEX RC1906B,HKD,"0,58","0,65","0,60",100000
,,,,"0,63","0,63","0,60",60000
,62910,GS#HSI  RC2011G,HKD,N/A,"0,142",-,-
,,,,N/A,"0,14",-,-
,62913,GS#TENCTRC1912S,HKD,N/A,"0,30","0,30",64710000
,,,,"0,30","0,285","0,219",15725350
,62914,GS#TENCTRC1912T,HKD,N/A,"0,445","0,43",7340000
,,,,"0,435","0,435","0,37",2898550
,62927,SG#PINANRP1904B,HKD,"0,232","0,231","0,231",100000
,,,,"0,231","0,228","0,231",23100
,62940,SG#TENCTRP1812G,HKD,"1,65","1,62",-,-
,,,,"1,62","1,59",-,-
,62942,HS#AIA  RC1904A,HKD,"0,139","0,143",-,-
,,,,"0,141","0,141",-,-
,62944,HS#GEG  RP1902B,HKD,"0,067","0,064","0,07",15700000
,,,,"0,065","0,063","0,062",1008400
,62946,HS#CCB  RC1904A,HKD,"0,142","0,141","0,141",2040000
,,,,"0,141","0,14","0,139",285940
,62960,SG#SUNY RP1904C,HKD,"0,215","0,233","0,23",480000
,,,,"0,23","0,229","0,216",109010
,62962,SG#GEELYRP1812C,HKD,"0,71","0,72",-,-
,,,,"0,71","0,69",-,-
,62964,SG#GEELYRP1812D,HKD,"0,91","0,92",-,-
,,,,"0,91","0,89",-,-
,62977,GS#PINANRC2012B,HKD,N/A,"0,039",-,-
,,,,N/A,"0,037",-,-
,62981,SG#PINANRP1904O,HKD,"0,029","0,027",-,-
,,,,"0,027","0,024",-,-
,62988,JP#C OVSRC1908A,HKD,"0,071","0,068",-,-
,,,,"0,068","0,066",-,-
,62992,JP#CMB  RC1906A,HKD,"0,10","0,103",-,-
,,,,"0,101","0,102",-,-
,62997,GS#HKEX RC1912G,HKD,N/A,"0,14","0,134",28980000
,,,,"0,135","0,135","0,088",3196680
,63003,SG#GEELYRC1902F,HKD,"0,33","0,32","0,325",40000
,,,,"0,31","0,31","0,305",12500
,63005,SG#HSI  RP1903N,HKD,"0,093","0,092","0,11",18230000
,,,,"0,091","0,09","0,092",1852220
,63011,SG#HSI  RP1812E,HKD,"0,265","0,27",-,-
,,,,"0,265","0,26",-,-
,63012,GS#HSBC RC1912B,HKD,N/A,"0,027",-,-
,,,,N/A,"0,025",-,-
,63016,GS#GEG  RC2002B,HKD,N/A,"0,059","0,064",28630000
,,,,"0,058","0,057","0,049",1621190
,63018,GS#CCB  RC1906R,HKD,N/A,"0,04","0,042",12720000
,,,,"0,037","0,032","0,035",508650
,63021,UB#HSI  RP1902M,HKD,"0,047","0,045","0,06",410000
,,,,"0,045","0,042","0,05",21800
,63026,UB#HSI  RP1902N,HKD,"0,066","0,065","0,082",2700000
,,,,"0,064","0,064","0,07",197580
,63029,UB#HSI  RP1901S,HKD,"0,076","0,073",-,-
,,,,"0,072","0,07",-,-
,63034,UB#HSI  RC2010A,HKD,"0,27","0,285",-,-
,,,,"0,275","0,27",-,-
,63037,GS#HSCEIRC1910L,HKD,N/A,"0,082",-,-
,,,,N/A,"0,081",-,-
,63040,UB#HKEX RP1903B,HKD,N/A,"0,232",-,-
,,,,N/A,"0,22",-,-
,63041#,SG#GEG  RP1907P,HKD,TRADING,SUSPENDED,,
,63049,SG#GEG  RC1907O,HKD,N/A,"0,081","0,083",1400000
,,,,"0,077","0,078","0,073",112400
,63057#,SG#TENCTRP1903K,HKD,TRADING,SUSPENDED,,
,63064#,SG#TENCTRP1903O,HKD,TRADING,SUSPENDED,,
,63068,SG#TENCTRP1812P,HKD,"0,73","0,70",-,-
,,,,"0,70","0,67",-,-
,63074,HS#HSCEIRP1812A,HKD,"0,295","0,295",-,-
,,,,"0,295","0,285",-,-
,63081,SG#HSI  RC2012V,HKD,N/A,"0,062","0,06",590000
,,,,"0,06","0,06","0,054",33860
,63083,SG#HSI  RP1904A,HKD,"0,045","0,044","0,063",5674520000
,,,,"0,042","0,042","0,041",292489320
,63086,SG#HSI  RC2012Z,HKD,N/A,"0,094","0,094",4136780000
,,,,"0,094","0,092","0,077",358801010
,63091,SG#PETCHRC1908D,HKD,N/A,"0,131","0,128",20000
,,,,"0,129","0,128","0,127",2550
,63094,CS#HKEX RP1901E,HKD,"0,119","0,076","0,111",512000
,,,,"0,076","0,072","0,078",45051
,63099,UB#PINANRP1902C,HKD,"0,13","0,129",-,-
,,,,"0,129","0,127",-,-
,63101,SG#HSI  RP1905H,HKD,"0,02","0,017","0,035",159140000
,,,,"0,016","0,016","0,016",4050780
,63102#,SG#PINANRP1905C,HKD,TRADING,SUSPENDED,,
,63103,SG#PINANRC1908I,HKD,N/A,"0,036","0,036",4365000
,,,,"0,036","0,033","0,029",146210
,63107,SG#HSI  RC2008J,HKD,N/A,"0,109","0,107",19210000
,,,,"0,108","0,108","0,094",1930430
,63111#,SG#HSI  RP1904V,HKD,TRADING,SUSPENDED,,
,63119,SG#HSI  RC2007H,HKD,N/A,"0,106","0,106",90000
,,,,"0,106","0,104","0,091",9130
,63120,SG#HSI  RC2008K,HKD,N/A,"0,138","0,125",20000
,,,,"0,137","0,137","0,123",2480
,63124#,SG#HKEX RP1903P,HKD,TRADING,SUSPENDED,,
,63126,SG#TENCTRC1903T,HKD,N/A,"0,345","0,32",670000
,,,,"0,33","0,33","0,275",196800
,63133,SG#TENCTRC1904Y,HKD,N/A,"0,38","0,36",140000
,,,,"0,365","0,365","0,32",47400
,63134,CS#PINANRC1901E,HKD,"0,158","0,158","0,158",490000
,,,,"0,156","0,156","0,153",76030
,63142,SG#TENCTRC1904Z,HKD,N/A,"0,30","0,30",36590000
,,,,"0,30","0,295","0,226",9167100
,63150,GS#PINANRP1907A,HKD,"0,167","0,171",-,-
,,,,"0,167","0,165",-,-
,63151,CS#HSI  RP1812J,HKD,"0,18","0,177",-,-
,,,,"0,176","0,175",-,-
,63156#,SG#TENCTRP1904E,HKD,TRADING,SUSPENDED,,
,63158,JP#PETCHRC1902A,HKD,"0,085","0,083","0,08",88000
,,,,"0,082","0,081","0,08",7040
,63161,CS#HSI  RC2010E,HKD,N/A,"0,079","0,079",2624220000
,,,,"0,079","0,078","0,064",190220430
,63164,GS#HSI  RP1901R,HKD,"0,088","0,087","0,103",5000000
,,,,"0,084","0,083","0,084",480850
,63166,MB#TENCTRP1812L,HKD,"0,75","0,72",-,-
,,,,"0,72","0,65",-,-
,63172,CS#HSI  RC2012W,HKD,N/A,"0,105","0,105",2683130000
,,,,"0,105","0,104","0,088",262989380
,63173,CS#HSI  RC2009Z,HKD,N/A,"0,12","0,108",8520000
,,,,"0,119","0,119","0,104",895560
,63198,CS#HSBC RC1909C,HKD,N/A,"0,028",-,-
,,,,N/A,"0,027",-,-
,63220,HS#HSI  RP1903G,HKD,"0,048","0,046","0,055",375100000
,,,,"0,046","0,045","0,045",18586470
,63242,HS#HSCEIRP1903E,HKD,"0,138","0,137",-,-
,,,,"0,137","0,135",-,-
,63246,GS#HSBC RC1909P,HKD,"0,087","0,087","0,088",14256000
,,,,"0,086","0,086","0,085",1235580
,63252,HS#TENCTRP1903Q,HKD,"0,093","0,066","0,133",57340000
,,,,"0,067","0,065","0,072",6357350
,63268,SG#GEG  RP1812C,HKD,"0,33","0,33",-,-
,,,,"0,33","0,315",-,-
,63269,SG#HSI  RP1812D,HKD,"0,213","0,211","0,216",20000
,,,,"0,21","0,209","0,216",4320
,63270,HS#ICBC RP1903B,HKD,"0,104","0,101","0,105",4120000
,,,,"0,101","0,10","0,101",423700
,63273,SG#GEG  RP1902A,HKD,"0,058","0,059","0,066",2520000
,,,,"0,059","0,056","0,054",148850
,63277,SG#HKEX RC1812U,HKD,"0,43","0,485",-,-
,,,,"0,47","0,47",-,-
,63281,SG#PINANRC1812J,HKD,"0,219","0,22",-,-
,,,,"0,219","0,217",-,-
,63290,SG#CSA50RC1903B,HKD,"0,107","0,113","0,107",778000
,,,,"0,11","0,11","0,10",81854
,63297,SG#FTA50RC1904B,HKD,"0,118","0,124","0,124",850000
,,,,"0,124","0,121","0,113",99500
,63299,SG#PINANRP1812M,HKD,"0,044","0,045","0,048",1190000
,,,,"0,045","0,042","0,043",54540
,63300,VT#PINANRP1910A,HKD,"0,059","0,06",-,-
,,,,"0,059","0,058",-,-
,63301,VT#HKEX RP1911A,HKD,"0,212","0,162","0,21",6390000
,,,,"0,164","0,159","0,162",1236230
,63306,VT#HSI  RC1904V,HKD,N/A,"0,38",-,-
,,,,N/A,"0,375",-,-
,63311,VT#HSI  RC1904W,HKD,"0,45","0,46",-,-
,,,,"0,455","0,455",-,-
,63314,GS#HKEX RC1902X,HKD,"0,221","0,29","0,255",810000
,,,,"0,265","0,265","0,23",193290
,63324,HS#WUXI RC1907A,HKD,"0,28","0,29",-,-
,,,,"0,28","0,28",-,-
,63325,CS#PINANRC1911C,HKD,N/A,"0,033",-,-
,,,,N/A,"0,031",-,-
,63327,HS#AG BKRC1907A,HKD,"0,062","0,061",-,-
,,,,"0,061","0,06",-,-
,63332,HS#AG BKRC1908A,HKD,"0,083","0,084",-,-
,,,,"0,083","0,082",-,-
,63336,HS#AG BKRP1904A,HKD,"0,056","0,057","0,058",890000
,,,,"0,057","0,056","0,057",51410
,63341,BP#PINANRP1908E,HKD,"0,105","0,107",-,-
,,,,"0,105","0,104",-,-
,63343,BP#PINANRP1908F,HKD,"0,156","0,155",-,-
,,,,"0,155","0,153",-,-
,63346,HS#AG BKRC1907B,HKD,"0,044","0,044",-,-
,,,,"0,044","0,043",-,-
,63351,VT#PINANRP1908A,HKD,N/A,"0,098",-,-
,,,,N/A,"0,096",-,-
,63355#,CS#HSI  RP1904F,HKD,TRADING,SUSPENDED,,
,63358,CS#TENCTRC1912A,HKD,N/A,"0,30","0,30",23905000
,,,,"0,30","0,29","0,223",5780627
,63362,BP#HSCEIRP1901E,HKD,"0,048","0,046",-,-
,,,,"0,046","0,045",-,-
,63366,SG#PINANRC1902B,HKD,"0,137","0,138",-,-
,,,,"0,137","0,135",-,-
,63370,EA#CCB  RC1908B,HKD,"0,12","0,124",-,-
,,,,"0,12","0,118",-,-
,63376,BI#HSBC RC1903C,HKD,N/A,"0,165",-,-
,,,,N/A,"0,16",-,-
,63384,CS#PINANRP1812A,HKD,"0,094","0,093",-,-
,,,,"0,093","0,091",-,-
,63387,CS#PINANRP1812B,HKD,"0,143","0,142",-,-
,,,,"0,142","0,14",-,-
<,/font>,</pre><pre><font,siz,e='1'> 63,394 HT#HS,I  RP1902,B  HKD     N/A     0
,,,,"0,094","0,093","0,101",326470
,63401,HS#SANDSRP1812A,HKD,"0,09","0,09","0,097",7720000
,,,,"0,09","0,089","0,083",694480
,63402,GS#HSI  RP1901S,HKD,"0,059","0,058","0,076",45170000
,,,,"0,057","0,056","0,059",3123740
,63403,HS#CPIC RC1904A,HKD,"0,05","0,049","0,049",680000
,,,,"0,049","0,048","0,048",32980
,63424,CS#GEG  RP1902A,HKD,"0,055","0,054","0,06",14610000
,,,,"0,052","0,052","0,049",764850
,63434,CS#AIA  RC1902B,HKD,"0,114","0,118","0,116",110000
,,,,"0,117","0,116","0,111",12260
,63436,VT#AIA  RP1906C,HKD,"0,113","0,111","0,112",130000
,,,,"0,11","0,108","0,11",14420
,63453,HT#HSI  RC1910V,HKD,"0,209","0,213","0,209",6200000
,,,,"0,212","0,212","0,199",1272900
,63456,HT#HSI  RC1912T,HKD,"0,242","0,248","0,24",800000
,,,,"0,247","0,246","0,232",188600
,63465,CS#HSI  RC2012A,HKD,"0,246","0,27","0,244",1190000
,,,,"0,248","0,248","0,243",290310
,63480,UB#HSI  RP1901E,HKD,"0,097","0,093","0,11",42450000
,,,,"0,092","0,09","0,09",4338180
,63481,CS#TENCTRP1902S,HKD,"0,149","0,119","0,183",30310000
,,,,"0,119","0,115","0,115",4846215
,63509,VT#CP&CCRC1911A,HKD,N/A,"0,146",-,-
,,,,N/A,"0,144",-,-
,63511,UB#HSI  RP1901F,HKD,"0,113","0,111","0,12",600000
,,,,"0,111","0,11","0,115",70400
,63512,SG#C OVSRC1904B,HKD,"0,068","0,066","0,07",2000000
,,,,"0,066","0,063","0,07",140000
,63522,SG#C UNIRP1812A,HKD,"0,49","0,48",-,-
,,,,"0,48","0,465",-,-
,63526,GS#TENCTRP1903K,HKD,"0,134","0,117","0,179",32470000
,,,,"0,112","0,106","0,112",4960440
,63528,UB#HSBC RC1907B,HKD,N/A,"0,114",-,-
,,,,N/A,"0,112",-,-
,63529,UB#HSBC RC1907C,HKD,N/A,"0,132",-,-
,,,,N/A,"0,13",-,-
,63534,UB#HSBC RP1904C,HKD,N/A,"0,063",-,-
,,,,N/A,"0,061",-,-
,63549,VT#CCB  RP1902A,HKD,"0,041","0,042",-,-
,,,,"0,041","0,039",-,-
,63556,UB#HSI  RP1901M,HKD,"0,133","0,129",-,200000
,,,,"0,129","0,128",-,27800
,63557,UB#HSI  RP1901T,HKD,"0,163","0,159","0,176",190000
,,,,"0,159","0,158","0,165",32850
,63559,BP#TENCTRP1904A,HKD,"0,67","0,66","0,71",500000
,,,,"0,66","0,65","0,67",351300
,63560,BP#TENCTRP1904B,HKD,"0,60","0,58",-,-
,,,,"0,58","0,56",-,-
,63568,UB#CSA50RP1910A,HKD,N/A,"0,34",-,-
,,,,N/A,"0,325",-,-
,63593,HS#C GDNRC1903C,HKD,"0,196","0,187","0,176",60000
,,,,"0,184","0,184","0,176",10560
,63612,BP#GEG  RP1908E,HKD,"0,04","0,041","0,046",1100000
,,,,"0,04","0,038","0,033",45300
,63613,UB#HSI  RP1901Y,HKD,"0,192","0,188",-,-
,,,,"0,188","0,187",-,-
,63639,BP#HKEX RC1905N,HKD,"0,445","0,51",-,-
,,,,"0,495","0,495",-,-
,63657,UB#HSI  RP1903A,HKD,"0,053","0,052","0,056",60000
,,,,"0,052","0,051","0,056",3360
,63667,HS#HSI  RC1912E,HKD,"0,179","0,182",-,-
,,,,"0,18","0,18",-,-
,63674,HS#HSI  RC2003A,HKD,"0,25","0,26",-,-
,,,,"0,25","0,25",-,-
,63692,HS#GEG  RP1902C,HKD,"0,037","0,036","0,04",20200000
,,,,"0,036","0,035","0,03",733800
,63695,HS#SANDSRC1905A,HKD,"0,109","0,108",-,-
,,,,"0,108","0,106",-,-
,63700,HS#AAC  RP1902A,HKD,"0,43","0,445","0,44",1250000
,,,,"0,44","0,44","0,425",541000
,63704,UB#PETCHRP1902B,HKD,"0,141","0,144","0,145",240000
,,,,"0,144","0,141","0,144",34680
,63707,UB#PETCHRP1903A,HKD,"0,19","0,194",-,-
,,,,"0,19","0,19",-,-
,63717,UB#CNOOCRP1902A,HKD,"0,31","0,295",-,-
,,,,"0,295","0,275",-,-
,63726,JP#HSBC RC1904B,HKD,"0,156","0,155",-,-
,,,,"0,156","0,154",-,-
,63735,SG#HSCI RC1903A,HKD,"0,159","0,161","0,159",18000
,,,,"0,16","0,16","0,152",2820
,63741,UB#AIA  RP1902B,HKD,"0,134","0,133",-,-
,,,,"0,133","0,129",-,-
,63780,EA#GEG  RP1905A,HKD,"0,079","0,077",-,-
,,,,"0,078","0,071",-,-
,63792,MB#GEG  RP1901A,HKD,"0,26","0,26","0,265",17600000
,,,,"0,26","0,255","0,255",4546000
,63795,JP#HSCEIRC2009A,HKD,"0,11","0,111","0,109",1670000
,,,,"0,11","0,109","0,103",176700
,63796,EA#PINANRC1905B,HKD,"0,101","0,108",-,-
,,,,"0,102","0,102",-,-
,63819,UB#HSI  RC2011A,HKD,"0,176","0,178","0,173",1000000
,,,,"0,177","0,177","0,173",173000
,63830,JP#HSI  RP1904N,HKD,"0,079","0,078","0,096",32900000
,,,,"0,076","0,076","0,076",2800470
,63844,JP#HSI  RP1904R,HKD,"0,094","0,092","0,11",20370000
,,,,"0,09","0,091","0,09",1978490
,63854,SG#HSI  RP1901E,HKD,"0,048","0,047","0,056",5010000
,,,,"0,046","0,046","0,046",259710
,63875,SG#AIA  RP1902D,HKD,"0,166","0,165",-,-
,,,,"0,164","0,161",-,-
,63876,MB#CMB  RP1903A,HKD,"0,495",-,"0,48",10000
,,,,"0,48","0,405","0,48",4800
,63879,CS#HSBC RC1905A,HKD,"0,12","0,12",-,-
,,,,"0,12","0,117",-,-
,63880,CS#HSBC RC1906C,HKD,"0,141","0,141",-,-
,,,,"0,141","0,139",-,-
,63892,SG#GEG  RP1907E,HKD,"0,166","0,164","0,167",50000
,,,,"0,164","0,161","0,163",8220
,63896,SG#HKEX RP1903F,HKD,"0,285","0,234","0,27",10000
,,,,"0,234","0,233","0,27",2700
,63936,JP#HSI  RC2010Q,HKD,"0,295","0,305","0,295",10000
,,,,"0,30","0,295","0,295",2950
,63941,HS#TENCTRP1901A,HKD,"0,68","0,65","0,70",2450000
,,,,"0,65","0,64","0,66",1687000
,63943,JP#HSI  RC2011Q,HKD,"0,315","0,325",-,-
,,,,"0,315","0,315",-,-
,63950,JP#HSI  RC2010S,HKD,"0,33","0,335",-,-
,,,,"0,33","0,33",-,-
,63952,HS#GEG  RP1901A,HKD,"0,233","0,231",-,-
,,,,"0,232","0,229",-,-
,63957,JP#HSI  RC2011C,HKD,"0,345","0,355",-,-
,,,,"0,35","0,35",-,-
,63971,SG#HSI  RP1901F,HKD,"0,07","0,068","0,087",27200000
,,,,"0,067","0,066","0,067",2113690
,63972,CS#HSBC RC1904B,HKD,"0,105","0,105",-,-
,,,,"0,105","0,103",-,-
,63975,SG#HSI  RP1902R,HKD,"0,08","0,078","0,097",35430000
,,,,"0,078","0,077","0,078",2986840
,63988,CS#BOCL RC1905B,HKD,"0,056","0,056",-,-
,,,,"0,056","0,053",-,-
,63992,CS#HSI  RP1902L,HKD,"0,051","0,05","0,064",39620000
,,,,"0,048","0,048","0,048",2236050
,64001,CS#HSI  RC2010B,HKD,"0,105","0,107","0,106",2890000
,,,,"0,106","0,105","0,098",289310
,64004,SG#ICBC RC1812H,HKD,"0,097","0,101","0,097",220000
,,,,"0,098","0,098","0,097",21340
,64006,SG#TENCTRP1812H,HKD,"1,85","1,83",-,-
,,,,"1,83","1,79",-,-
,64008,SG#AG BKRC1909A,HKD,"0,046","0,048",-,-
,,,,"0,046","0,045",-,-
,64014,SG#NCI  RC1905C,HKD,"0,125","0,129",-,-
,,,,"0,126","0,126",-,-
,64021,SG#TENCTRP1812I,HKD,"1,75","1,72",-,-
,,,,"1,72","1,69",-,-
,64034,SG#AIA  RC1907E,HKD,"0,117","0,12","0,119",564000
,,,,"0,119","0,117","0,111",63296
,64035,SG#HKEX RC1907L,HKD,"0,355","0,42",-,-
,,,,"0,40","0,405",-,-
,64037,HS#AIA  RP1903C,HKD,"0,158","0,157",-,-
,,,,"0,156","0,155",-,-
,64043,CS#PINANRP1905A,HKD,"0,021","0,022","0,026",3485000
,,,,"0,021","0,019","0,019",74750
,64044,SG#HSBC RC1906J,HKD,"0,101","0,103",-,-
,,,,"0,101","0,099",-,-
,64046,SG#PINANRC1812L,HKD,"0,186","0,187","0,186",250000
,,,,"0,186","0,184","0,185",46300
,64050,SG#HSBC RC1907E,HKD,"0,058","0,059",-,-
,,,,"0,058","0,056",-,-
,64051,SG#HSBC RC1909D,HKD,"0,126","0,128",-,-
,,,,"0,126","0,125",-,-
,64052,SG#SHK PRC1812A,HKD,"0,325","0,32","0,315",25000
,,,,"0,315","0,305","0,315",7875
,64054,CS#PINANRP1905B,HKD,"0,071","0,071","0,073",775000
,,,,"0,069","0,069","0,068",54765
,64059,CS#PINANRP1907B,HKD,"0,111","0,109","0,112",1210000
,,,,"0,107","0,107","0,106",132960
,64072,CS#SANDSRC1909B,HKD,"0,08","0,082","0,084",1688000
,,,,"0,08","0,079","0,074",130724
,64074,SG#CSA50RC1908A,HKD,"0,131","0,138","0,125",100000
,,,,"0,135","0,135","0,125",12500
,64076,CS#AIA  RC1904F,HKD,"0,063","0,067","0,06",360000
,,,,"0,065","0,065","0,06",21600
,64078,SG#CSA50RC1909A,HKD,"0,17","0,177","0,175",664000
,,,,"0,175","0,174","0,168",112808
,64084,HS#HSI  RP1903H,HKD,"0,135","0,134","0,144",100000
,,,,"0,134","0,132","0,144",14400
,64092,SG#CSA50RC2003A,HKD,"0,199","0,205","0,20",254000
,,,,"0,202","0,202","0,199",50696
,64097,HS#HSI  RP1903I,HKD,"0,129","0,128","0,13",120000
,,,,"0,127","0,126","0,127",15360
,64107,SG#CSA50RC2003B,HKD,"0,237","0,244","0,238",600000
,,,,"0,241","0,241","0,236",142200
,64121,HT#HSI  RP1901I,HKD,"0,108","0,106","0,124",6360000
,,,,"0,106","0,105","0,112",762900
,64124,SG#HSBC RP1812A,HKD,"0,099","0,101",-,-
,,,,"0,099","0,097",-,-
,64127,HT#HSI  RP1901J,HKD,"0,129","0,127",-,-
,,,,"0,126","0,125",-,-
,64130,UB#HSI  RP1901G,HKD,"0,059","0,059","0,071",420000
,,,,"0,058","0,057","0,062",29640
,64131,EA#GEG  RP1904A,HKD,"0,171","0,17",-,-
,,,,"0,17","0,161",-,-
,64132,UB#HSI  RP1902O,HKD,"0,083","0,081","0,095",980000
,,,,"0,081","0,08","0,084",90420
,64140,SG#NCI  RC1905D,HKD,"0,105","0,109",-,-
,,,,"0,106","0,106",-,-
,64153,SG#PINANRP1902C,HKD,"0,082","0,083","0,087",520000
,,,,"0,083","0,08","0,083",44080
,64157,SG#BOCL RC1911A,HKD,"0,055","0,053","0,055",540000
,,,,"0,052","0,052","0,052",29580
,64162,SG#SUNY RP1904B,HKD,"0,295","0,31",-,-
,,,,"0,295","0,295",-,-
,64169,SG#GEELYRP1812A,HKD,"0,197","0,197",-,-
,,,,"0,197","0,194",-,-
,64170,SG#TENCTRP1901H,HKD,"0,17","0,146","0,176",2250000
,,,,"0,146","0,14","0,16",381760
,64192,SG#AAC  RP1812B,HKD,"0,63","0,64",-,-
,,,,"0,63","0,61",-,-
,64195,UB#PETCHRP1903B,HKD,"0,121","0,124",-,-
,,,,"0,121","0,12",-,-
,64206,GS#HKEX RC1912A,HKD,"0,45","0,50","0,46",360000
,,,,"0,49","0,49","0,45",162600
,64223,SG#CCB  RC1812G,HKD,"0,117","0,115","0,116",1220000
,,,,"0,115","0,112","0,112",140970
,64227,CS#HSI  RP1902N,HKD,"0,073","0,07","0,088",28810000
,,,,"0,069","0,068","0,068",2240550
,64231,SG#CPIC RC1907C,HKD,"0,041","0,042",-,-
,,,,"0,041","0,039",-,-
,64233,CS#HSI  RP1902O,HKD,"0,092","0,089","0,107",440000
,,,,"0,089","0,088","0,094",43890
,64235,SG#HSI  RC2008G,HKD,"0,38","0,395",-,-
,,,,"0,385","0,385",-,-
